Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Lag_1,Lag_2,Lag_4,Rolling_Mean_4,Rolling_Std_4
7,2010-02-19,506760.54,0,27.28,2.55,189.5340998,9.014,2010,2,7,469868.7,1515976.11,2161549.76,995976.4425,586477.3518968622
29,2010-02-19,542399.07,0,31.96,2.747,131.637,10.064,2010,2,7,506760.54,469868.7,1491300.42,758751.105,505684.4206991469
41,2010-02-19,1052034.74,0,24.13,2.55,189.5340998,7.541,2010,2,7,542399.07,506760.54,1515976.11,642765.7625,274448.16370047565
27,2010-02-19,1945070.33,0,32.44,2.909,135.4657781,8.237,2010,2,7,1052034.74,542399.07,469868.7,1011566.1699999999,670326.8391109067
42,2010-02-19,508794.87,0,58.22,2.915,126.5262857,9.765,2010,2,7,1945070.33,1052034.74,506760.54,1012074.7525,669816.7498394902
21,2010-02-19,867283.25,0,39.75,2.514,210.9451605,8.324,2010,2,7,508794.87,1945070.33,542399.07,1093295.7975,610995.1813659997
36,2010-02-19,470281.03,0,45.66,2.472,210.0451024,8.554,2010,2,7,867283.25,508794.87,1052034.74,947857.3700000001,688423.5411043075
17,2010-02-19,800714.0,0,25.06,2.654,126.5262857,6.548,2010,2,7,470281.03,867283.25,1945070.33,661768.2875000001,201337.64930253426
18,2010-02-19,1150663.42,0,30.91,2.747,131.637,9.202,2010,2,7,800714.0,470281.03,508794.87,822235.425,279421.6183063379
10,2010-02-19,2113432.58,0,58.22,2.915,126.5262857,9.765,2010,2,7,1150663.42,800714.0,867283.25,1133772.7575,709734.2391601708
45,2010-02-19,841264.04,0,31.27,2.745,182.0347816,8.992,2010,2,7,2113432.58,1150663.42,470281.03,1226518.5100000002,611582.9324068801
24,2010-02-19,1385362.49,0,31.05,2.909,131.637,8.326,2010,2,7,841264.04,2113432.58,800714.0,1372680.6325,541777.7879860818
37,2010-02-19,510382.5,0,45.66,2.514,210.0451024,8.554,2010,2,7,1385362.49,841264.04,1150663.42,1212610.4025,700558.3552193638
4,2010-02-19,2049860.26,0,36.45,2.54,126.5262857,8.623,2010,2,7,510382.5,1385362.49,2113432.58,1196717.3225000002,673508.8209378711
31,2010-02-19,1473386.75,0,39.75,2.514,210.9451605,8.324,2010,2,7,2049860.26,510382.5,841264.04,1354748.0,635386.1166230816
11,2010-02-19,1503298.7,0,48.3,2.514,214.6198868,7.368,2010,2,7,1473386.75,2049860.26,1385362.49,1384232.0525,639999.8379315732
12,2010-02-19,1095421.65,0,54.83,2.915,126.5262857,13.975,2010,2,7,1503298.7,1473386.75,510382.5,1530491.84,392865.5767082428
14,2010-02-19,2204556.7,0,31.27,2.745,182.0347816,8.992,2010,2,7,1095421.65,1503298.7,2049860.26,1569165.9500000002,462481.42908418697
38,2010-02-19,327237.92,0,54.83,2.915,126.5262857,13.975,2010,2,7,2204556.7,1095421.65,1473386.75,1282628.7425000002,784530.5407615234
25,2010-02-19,676260.67,0,24.16,2.745,204.4321004,8.187,2010,2,7,327237.92,2204556.7,1503298.7,1075869.235,815363.6288185471
43,2010-02-19,658997.55,0,48.77,2.514,203.2479796,9.521,2010,2,7,676260.67,327237.92,1095421.65,966763.2100000003,840681.6178271957
44,2010-02-19,267956.3,0,35.7,2.654,126.5262857,8.119,2010,2,7,658997.55,676260.67,2204556.7,482613.1100000003,215120.000553941
35,2010-02-26,1020651.74,0,36.0,2.754,135.5195191,9.262,2010,2,8,267956.3,658997.55,327237.92,655966.5650000003,307662.3041463778
12,2010-02-26,1048617.17,0,50.23,2.825,126.5522857,13.975,2010,2,8,1020651.74,267956.3,676260.67,749055.6900000002,366546.30735830497
28,2010-02-26,1542173.33,0,50.23,2.825,126.5522857,13.975,2010,2,8,1048617.17,1020651.74,658997.55,969849.6350000002,525672.2185349232
39,2010-02-26,1168582.02,0,49.79,2.561,210.0771885,8.554,2010,2,8,1542173.33,1048617.17,267956.3,1195006.0650000002,240175.2688262399
24,2010-02-26,1158722.74,0,33.98,2.91,131.686,8.326,2010,2,8,1168582.02,1542173.33,1020651.74,1229523.8150000002,215409.39938782438
19,2010-02-26,1373270.06,0,30.33,2.91,131.686,8.35,2010,2,8,1158722.74,1168582.02,1048617.17,1310687.0375,183293.50055214306
6,2010-02-26,1432953.21,0,47.1,2.561,212.845337,7.259,2010,2,8,1373270.06,1158722.74,1542173.33,1283382.0075000003,140440.2324871996
30,2010-02-26,472330.71,0,45.31,2.561,210.9759573,8.324,2010,2,8,1432953.21,1373270.06,1168582.02,1109319.1800000004,440682.8319326084
23,2010-02-26,1198709.65,0,32.68,2.753,131.686,5.892,2010,2,8,472330.71,1432953.21,1158722.74,1119315.9075000002,442626.359067382
17,2010-02-26,749549.55,0,15.64,2.667,126.5522857,6.548,2010,2,8,1198709.65,472330.71,1373270.06,963385.7800000003,433101.95494898607
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,8,749549.55,1198709.65,1432953.21,1071421.7950000002,607902.083089811
42,2010-02-26,491510.58,0,52.77,2.825,126.5522857,9.765,2010,2,8,1865097.27,749549.55,472330.71,1076216.7625000002,601644.8980857367
16,2010-02-26,443242.17,0,18.12,2.586,189.6018023,7.039,2010,2,8,491510.58,1865097.27,1198709.65,887349.8925000003,665557.234980798
41,2010-02-26,991941.73,0,21.84,2.586,189.6018023,7.541,2010,2,8,443242.17,491510.58,749549.55,947947.9375000002,659838.698711808
1,2010-02-26,1409727.59,0,46.63,2.561,211.3196429,8.106,2010,2,8,991941.73,443242.17,1865097.27,834105.5175000003,456945.83484445064
27,2010-02-26,1390934.27,0,36.0,2.91,135.5195191,8.237,2010,2,8,1409727.59,991941.73,491510.58,1058961.4400000002,453447.79663589696
18,2010-02-26,1068157.45,0,35.42,2.753,131.686,9.202,2010,2,8,1390934.27,1409727.59,443242.17,1215190.2600000002,216170.6757618979
29,2010-02-26,488417.61,0,35.98,2.753,131.686,10.064,2010,2,8,1068157.45,1390934.27,991941.73,1089309.2300000002,430179.70158352994
45,2010-02-26,741891.65,0,34.89,2.754,182.0774691,8.992,2010,2,8,488417.61,1068157.45,1409727.59,922350.2450000003,392298.1713537676
8,2010-02-26,847592.11,0,37.91,2.561,214.6940735,6.299,2010,2,8,741891.65,488417.61,1390934.27,786514.7050000002,240766.95530300736
7,2010-02-26,496083.24,0,24.91,2.586,189.6018023,9.014,2010,2,8,847592.11,741891.65,1068157.45,643496.1525000002,179922.90470436783
20,2010-02-26,1898193.95,0,32.32,2.754,204.4630869,8.187,2010,2,8,496083.24,847592.11,488417.61,995940.2375000003,619264.787581007
5,2010-02-26,270281.63,0,46.7,2.561,211.8771468,6.566,2010,2,8,1898193.95,496083.24,741891.65,878037.7325000002,720393.9566885707
13,2010-02-26,1817850.32,0,29.98,2.667,126.5522857,8.316,2010,2,8,270281.63,1898193.95,847592.11,1120602.2850000001,857102.2641583626
34,2010-02-26,905756.13,0,37.28,2.59,126.5522857,9.521,2010,2,8,1817850.32,270281.63,496083.24,1223020.5075000003,778470.6668047956
44,2010-02-26,273079.07,0,29.98,2.667,126.5522857,8.119,2010,2,8,905756.13,1817850.32,1898193.95,816741.7875000003,731284.1903458645
3,2010-02-26,407204.86,0,52.05,2.561,214.6475127,7.368,2010,2,8,273079.07,905756.13,270281.63,850972.5950000003,699701.0074958749
9,2010-02-26,473773.27,0,43.83,2.561,214.8780453,6.415,2010,2,8,407204.86,273079.07,1817850.32,514953.33250000025,273578.45691704267
36,2010-02-26,447519.44,0,50.87,2.52,210.0771885,8.554,2010,2,8,473773.27,407204.86,905756.13,400394.16000000027,89182.9646955567
14,2010-02-26,2095591.63,0,34.89,2.754,182.0774691,8.992,2010,2,8,447519.44,473773.27,273079.07,856022.3000000003,826832.9387667383
11,2010-02-26,1336404.65,0,52.79,2.561,214.6475127,7.368,2010,2,8,2095591.63,447519.44,407204.86,1088322.2475000003,788339.0072801338
37,2010-02-26,513615.82,0,50.87,2.561,210.0771885,8.554,2010,2,8,1336404.65,2095591.63,473773.27,1098282.8850000002,778172.07738481
25,2010-02-26,628516.57,0,29.16,2.754,204.4630869,8.187,2010,2,8,513615.82,1336404.65,447519.44,1143532.1675,731585.6489292111
43,2010-02-26,618702.79,0,48.77,2.561,203.2798724,9.521,2010,2,8,628516.57,513615.82,2095591.63,774309.9575000001,378321.37091791653
10,2010-02-26,2006774.96,0,52.77,2.825,126.5522857,9.765,2010,2,8,618702.79,628516.57,1336404.65,941902.5350000001,711817.3056803076
22,2010-02-26,899761.48,0,35.98,2.753,135.5195191,8.283,2010,2,8,2006774.96,618702.79,513615.82,1038438.9500000002,658564.31490142
15,2010-02-26,564883.2,0,29.87,2.91,131.686,8.35,2010,2,8,899761.48,2006774.96,628516.57,1022530.6075000002,672390.5759486171
31,2010-02-26,1344354.41,0,45.31,2.561,210.9759573,8.324,2010,2,8,564883.2,899761.48,618702.79,1203943.5125000002,623211.6668623723
38,2010-02-26,334222.73,0,50.23,2.825,126.5522857,13.975,2010,2,8,1344354.41,564883.2,2006774.96,785805.4550000001,438822.8613909798
4,2010-02-26,1925728.84,0,41.36,2.59,126.5522857,8.623,2010,2,8,334222.73,1344354.41,899761.48,1042297.2950000003,730521.1845269143
40,2010-02-26,863917.41,0,33.32,2.753,131.686,5.892,2010,2,8,1925728.84,334222.73,564883.2,1117055.8475000001,678852.8077347798
26,2010-02-26,855385.01,0,27.32,2.753,131.686,8.488,2010,2,8,863917.41,1925728.84,1344354.41,994813.4975000002,668220.9280014797
32,2010-02-26,1053247.1,0,26.64,2.586,189.6018023,9.014,2010,2,8,855385.01,863917.41,334222.73,1174569.5900000003,509032.7227493637
21,2010-02-26,749597.24,0,45.31,2.561,210.9759573,8.324,2010,2,8,1053247.1,855385.01,1925728.84,880536.6900000002,126336.63069119492
33,2010-02-26,284052.77,0,56.5,2.825,126.5522857,10.115,2010,2,8,749597.24,1053247.1,863917.41,735570.5300000003,326261.1167625685
40,2010-03-05,990152.28,0,34.78,2.766,131.735,5.892,2010,3,9,284052.77,749597.24,855385.01,769262.3475000003,348929.1964869349
42,2010-03-05,554972.42,0,55.92,2.877,126.5782857,9.765,2010,3,9,990152.28,284052.77,1053247.1,644693.6775000002,299142.2023476721
11,2010-03-05,1426622.65,0,53.96,2.625,214.6751386,7.368,2010,3,9,554972.42,990152.28,749597.24,813950.0300000003,501423.1349667148
36,2010-03-05,480203.43,0,51.33,2.574,210.1092746,8.554,2010,3,9,1426622.65,554972.42,284052.77,862987.6950000002,437893.59336905455
13,2010-03-05,1939980.43,0,40.65,2.681,126.5782857,8.316,2010,3,9,480203.43,1426622.65,990152.28,1100444.7325000002,705561.6056902099
43,2010-03-05,658600.05,0,52.89,2.625,203.3117653,9.521,2010,3,9,1939980.43,480203.43,554972.42,1126351.6400000001,680307.172434388
29,2010-03-05,535087.91,0,36.82,2.766,131.735,10.064,2010,3,9,658600.05,1939980.43,1426622.65,903467.9550000002,695024.0085559135
44,2010-03-05,284617.27,0,40.65,2.681,126.5782857,8.119,2010,3,9,535087.91,658600.05,480203.43,854571.4150000002,740142.9913904021
15,2010-03-05,605325.43,0,31.79,2.919,131.735,8.35,2010,3,9,284617.27,535087.91,1939980.43,520907.6650000002,165448.66479978754
27,2010-03-05,1313729.72,0,38.07,2.919,135.5732602,8.237,2010,3,9,605325.43,284617.27,658600.05,684690.0825000003,441372.3594015056
18,2010-03-05,1179738.5,0,37.17,2.766,131.735,9.202,2010,3,9,1313729.72,605325.43,535087.91,845852.7300000002,484158.10392427724
41,2010-03-05,1063557.49,0,32.49,2.62,189.6695049,7.541,2010,3,9,1179738.5,1313729.72,284617.27,1040587.7850000001,307652.5980000214
8,2010-03-05,881503.95,0,45.64,2.625,214.7216592,6.299,2010,3,9,1063557.49,1179738.5,605325.43,1109632.4150000003,183244.88925961198
